3.5	23	22	0.033	0	1
18	12	44	0.133	0	2
30	27	34	0.234	0	2
41	22	59	0.334	0	3
49	7	78	0.434	0	4
57	26	71	0.534	0	4
63	8	91	0.634	1	1
68	24	84	0.734	1	1
71	4	100	0.834	1	2
71	20	94	0.934	1	2
71	28	79	1.034	1	2
68	8	96	1.134	1	3
63	18	86	1.235	1	3
56	25	71	1.335	1	3
47	28	55	1.435	1	3
38	30	38	1.535	1	4
30	8	58	1.635	1	4
21	16	46	1.735	1	4
13	22	33	1.835	1	4
5	26	18	1.935	1	4
